Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
03/27/2022,03/28/2022,Red Hook,RH,"4,136.13","1,680,000.00",,"224,029",RT-qPCR
03/27/2022,03/28/2022,Rockaway,RK,328.46,"206,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
03/27/2022,03/28/2022,Tallman Island,TI,911.94,"483,000.00",,"449,907",RT-qPCR
03/27/2022,03/28/2022,Wards Island,WI,"1,023.47","513,000.00",,"1,201,485",RT-qPCR
03/29/2022,03/30/2022,26th Ward,26W,"2,399.94","1,440,000.00",,"290,608",RT-qPCR
03/29/2022,03/30/2022,Bowery Bay,BB,"8,515.23","2,960,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"924,695",RT-qPCR
03/29/2022,03/30/2022,Coney Island,CI,"5,022.61","2,060,000.00",,"682,342",RT-qPCR
03/29/2022,03/30/2022,Hunts Point,HP,"2,128.61","1,230,000.00",,"755,948",RT-qPCR
03/29/2022,03/30/2022,Jamaica Bay,JA,"5,229.86","1,930,000.00",,"748,737",RT-qPCR
03/29/2022,03/30/2022,Newtown Creek,NC,"12,363.84","7,080,000.00",,"1,156,473",RT-qPCR
03/29/2022,03/30/2022,North River,NR,"11,302.63","6,240,000.00",,"658,596",RT-qPCR
03/29/2022,03/30/2022,Oakwood Beach,OB,"5,206.34","2,000,000.00",,"258,731",RT-qPCR
03/29/2022,03/30/2022,Owls Head,OH,"11,440.85","4,250,000.00",,"906,442",RT-qPCR
03/29/2022,03/30/2022,Port Richmond,PR,"4,069.90","1,630,000.00",,"226,167",RT-qPCR
03/29/2022,03/30/2022,Red Hook,RH,"16,350.23","6,350,000.00",,"224,029",RT-qPCR
03/29/2022,03/30/2022,Rockaway,RK,"2,062.00","1,040,000.00",,"120,539",RT-qPCR
03/29/2022,03/30/2022,Tallman Island,TI,"4,504.65","1,860,000.00",,"449,907",RT-qPCR
03/29/2022,03/30/2022,Wards Island,WI,"5,434.88","2,670,000.00",,"1,201,485",RT-qPCR
04/03/2022,04/04/2022,26th Ward,26W,"1,605.20","1,050,000.00",,"290,608",RT-qPCR
04/03/2022,04/04/2022,Bowery Bay,BB,"3,229.17","1,340,000.00",,"924,695",RT-qPCR
04/03/2022,04/04/2022,Coney Island,CI,"4,606.16","1,990,000.00",,"682,342",RT-qPCR
04/03/2022,04/04/2022,Hunts Point,HP,"1,077.64","696,000.00",,"755,948",RT-qPCR
04/03/2022,04/04/2022,Jamaica Bay,JA,"5,609.15","2,270,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
04/03/2022,04/04/2022,Newtown Creek,NC,"8,680.57","5,170,000.00",,"1,156,473",RT-qPCR
04/03/2022,04/04/2022,North River,NR,"9,791.09","5,350,000.00",,"658,596",RT-qPCR
04/03/2022,04/04/2022,Oakwood Beach,OB,"2,847.79","1,110,000.00",,"258,731",RT-qPCR
04/03/2022,04/04/2022,Owls Head,OH,"8,741.89","3,400,000.00",,"906,442",RT-qPCR
04/03/2022,04/04/2022,Port Richmond,PR,"8,380.67","3,790,000.00",,"226,167",RT-qPCR
04/03/2022,04/04/2022,Red Hook,RH,"10,108.36","4,270,000.00",,"224,029",RT-qPCR
04/03/2022,04/04/2022,Rockaway,RK,981.70,"555,000.00",,"120,539",RT-qPCR
04/03/2022,04/04/2022,Tallman Island,TI,"4,032.51","2,070,000.00",,"449,907",RT-qPCR
04/03/2022,04/04/2022,Wards Island,WI,"8,892.95","5,210,000.00",,"1,201,485",RT-qPCR
04/05/2022,04/06/2022,26th Ward,26W,"5,263.66","3,700,000.00",,"290,608",RT-qPCR
04/05/2022,04/06/2022,Bowery Bay,BB,"10,415.26","4,600,000.00",,"924,695",RT-qPCR
04/05/2022,04/06/2022,Coney Island,CI,"9,113.17","3,940,000.00",,"682,342",RT-qPCR
04/05/2022,04/06/2022,Hunts Point,HP,"2,720.23","1,910,000.00",,"755,948",RT-qPCR
04/05/2022,04/06/2022,Jamaica Bay,JA,"5,436.60","2,230,000.00",,"748,737",RT-qPCR
04/05/2022,04/06/2022,Newtown Creek,NC,"4,241.30","2,850,000.00",,"1,156,473",RT-qPCR
04/05/2022,04/06/2022,North River,NR,"11,915.88","7,190,000.00",,"658,596",RT-qPCR
04/05/2022,04/06/2022,Oakwood Beach,OB,"6,466.16","2,460,000.00",,"258,731",RT-qPCR
04/05/2022,04/06/2022,Owls Head,OH,"7,334.71","3,280,000.00",,"906,442",RT-qPCR
04/05/2022,04/06/2022,Port Richmond,PR,"7,524.21","3,780,000.00",,"226,167",RT-qPCR
04/05/2022,04/06/2022,Red Hook,RH,"15,399.63","8,070,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
04/05/2022,04/06/2022,Rockaway,RK,"3,455.73","1,950,000.00",,"120,539",RT-qPCR
04/05/2022,04/06/2022,Tallman Island,TI,"7,730.85","3,770,000.00",,"449,907",RT-qPCR
04/05/2022,04/06/2022,Wards Island,WI,"6,580.18","3,550,000.00",,"1,201,485",RT-qPCR
04/10/2022,04/11/2022,26th Ward,26W,"5,701.55","3,710,000.00",,"290,608",RT-qPCR
04/10/2022,04/11/2022,Bowery Bay,BB,"7,015.04","2,580,000.00",,"924,695",RT-qPCR
04/10/2022,04/11/2022,Coney Island,CI,"7,776.13","3,280,000.00",,"682,342",RT-qPCR
04/10/2022,04/11/2022,Hunts Point,HP,829.42,"544,000.00",,"755,948",RT-qPCR
04/10/2022,04/11/2022,Jamaica Bay,JA,"5,853.21","2,280,000.00",,"748,737",RT-qPCR
04/10/2022,04/11/2022,Newtown Creek,NC,"13,214.96","7,350,000.00",,"1,156,473",RT-qPCR
04/10/2022,04/11/2022,North River,NR,"3,707.34","1,920,000.00",,"658,596",RT-qPCR
04/10/2022,04/11/2022,Oakwood Beach,OB,"8,455.72","3,800,000.00",,"258,731",RT-qPCR
04/10/2022,04/11/2022,Owls Head,OH,"8,950.36","3,360,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
04/10/2022,04/11/2022,Port Richmond,PR,"4,968.30","2,410,000.00",,"226,167",RT-qPCR
04/10/2022,04/11/2022,Red Hook,RH,"8,794.65","3,570,000.00",,"224,029",RT-qPCR
04/10/2022,04/11/2022,Rockaway,RK,"3,253.21","1,940,000.00",,"120,539",RT-qPCR
04/10/2022,04/11/2022,Tallman Island,TI,"5,501.64","3,240,000.00",,"449,907",RT-qPCR
04/10/2022,04/11/2022,Wards Island,WI,"2,799.60","1,910,000.00",,"1,201,485",RT-qPCR
04/12/2022,04/13/2022,26th Ward,26W,"5,460.54","3,340,000.00",,"290,608",RT-qPCR
04/12/2022,04/13/2022,Bowery Bay,BB,"11,378.84","4,190,000.00",,"924,695",RT-qPCR
04/12/2022,04/13/2022,Coney Island,CI,"7,188.88","2,790,000.00",,"682,342",RT-qPCR
04/12/2022,04/13/2022,Hunts Point,HP,"2,720.27","1,620,000.00",,"755,948",RT-qPCR
04/12/2022,04/13/2022,Jamaica Bay,JA,"9,382.33","3,510,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
04/12/2022,04/13/2022,Newtown Creek,NC,"8,808.52","5,050,000.00",,"1,156,473",RT-qPCR
04/12/2022,04/13/2022,North River,NR,"10,741.64","5,740,000.00",,"658,596",RT-qPCR
04/12/2022,04/13/2022,Oakwood Beach,OB,"3,681.50","1,530,000.00",,"258,731",RT-qPCR
04/12/2022,04/13/2022,Owls Head,OH,"5,733.12","2,110,000.00",,"906,442",RT-qPCR
04/12/2022,04/13/2022,Port Richmond,PR,"7,525.16","3,400,000.00",,"226,167",RT-qPCR
04/12/2022,04/13/2022,Red Hook,RH,"18,149.96","7,970,000.00",,"224,029",RT-qPCR
04/12/2022,04/13/2022,Rockaway,RK,"5,759.64","3,070,000.00",,"120,539",RT-qPCR
04/12/2022,04/13/2022,Tallman Island,TI,"16,237.32","7,510,000.00",,"449,907",RT-qPCR
04/12/2022,04/13/2022,Wards Island,WI,"7,328.39","4,200,000.00",,"1,201,485",RT-qPCR
04/17/2022,04/18/2022,26th Ward,26W,"2,898.17","1,740,000.00",,"290,608",RT-qPCR
04/17/2022,04/18/2022,Bowery Bay,BB,"6,642.26","2,310,000.00",,"924,695",RT-qPCR
04/17/2022,04/18/2022,Coney Island,CI,"5,796.21","2,190,000.00",,"682,342",RT-qPCR
04/17/2022,04/18/2022,Hunts Point,HP,"3,882.84","2,310,000.00",,"755,948",RT-qPCR
04/17/2022,04/18/2022,Jamaica Bay,JA,"11,821.05","4,420,000.00",,"748,737",RT-qPCR
04/17/2022,04/18/2022,Newtown Creek,NC,"14,548.87","7,710,000.00",,"1,156,473",RT-qPCR
04/17/2022,04/18/2022,North River,NR,"11,917.25","5,890,000.00",,"658,596",RT-qPCR
04/17/2022,04/18/2022,Oakwood Beach,OB,"6,791.96","2,680,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"258,731",RT-qPCR
04/17/2022,04/18/2022,Owls Head,OH,"18,506.35","6,960,000.00",,"906,442",RT-qPCR
04/17/2022,04/18/2022,Port Richmond,PR,"11,076.93","4,450,000.00",,"226,167",RT-qPCR
04/17/2022,04/18/2022,Red Hook,RH,"37,603.23","14,000,000.00",,"224,029",RT-qPCR
04/17/2022,04/18/2022,Rockaway,RK,"6,334.51","3,780,000.00",,"120,539",RT-qPCR
04/17/2022,04/18/2022,Tallman Island,TI,"18,006.77","8,480,000.00",,"449,907",RT-qPCR
04/17/2022,04/18/2022,Wards Island,WI,"3,616.86","2,030,000.00",,"1,201,485",RT-qPCR
04/19/2022,04/20/2022,26th Ward,26W,"2,694.29","2,880,000.00",,"290,608",RT-qPCR
04/19/2022,04/20/2022,Bowery Bay,BB,"6,222.08","3,360,000.00",,"924,695",RT-qPCR
04/19/2022,04/20/2022,Coney Island,CI,"4,819.03","3,290,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"682,342",RT-qPCR
04/19/2022,04/20/2022,Hunts Point,HP,"3,061.59","2,390,000.00",,"755,948",RT-qPCR
04/19/2022,04/20/2022,Jamaica Bay,JA,"9,903.93","4,410,000.00",,"748,737",RT-qPCR
04/19/2022,04/20/2022,Newtown Creek,NC,"12,456.41","9,170,000.00",,"1,156,473",RT-qPCR
04/19/2022,04/20/2022,North River,NR,"7,050.16","5,510,000.00",,"658,596",RT-qPCR
04/19/2022,04/20/2022,Oakwood Beach,OB,"7,247.80","5,010,000.00",,"258,731",RT-qPCR
04/19/2022,04/20/2022,Owls Head,OH,"6,416.03","2,630,000.00",,"906,442",RT-qPCR
04/19/2022,04/20/2022,Port Richmond,PR,"4,327.84","3,770,000.00",,"226,167",RT-qPCR
04/19/2022,04/20/2022,Red Hook,RH,"10,296.12","5,390,000.00",,"224,029",RT-qPCR
04/19/2022,04/20/2022,Rockaway,RK,"4,113.18","2,330,000.00",,"120,539",RT-qPCR
04/19/2022,04/20/2022,Tallman Island,TI,"6,799.72","4,520,000.00",,"449,907",RT-qPCR
04/19/2022,04/20/2022,Wards Island,WI,"3,432.27","2,810,000.00",,"1,201,485",RT-qPCR
04/24/2022,04/25/2022,26th Ward,26W,"4,402.71","2,640,000.00",,"290,608",RT-qPCR
04/24/2022,04/25/2022,Bowery Bay,BB,"14,153.74","5,040,000.00",,"924,695",RT-qPCR
04/24/2022,04/25/2022,Coney Island,CI,"8,430.07","3,550,000.00",,"682,342",RT-qPCR
04/24/2022,04/25/2022,Hunts Point,HP,"5,405.83","3,360,000.00",,"755,948",RT-qPCR
04/24/2022,04/25/2022,Jamaica Bay,JA,"15,621.93","6,160,000.00",,"748,737",RT-qPCR
04/24/2022,04/25/2022,Newtown Creek,NC,"17,010.10","9,470,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
04/24/2022,04/25/2022,North River,NR,"17,742.58","9,080,000.00",,"658,596",RT-qPCR
04/24/2022,04/25/2022,Oakwood Beach,OB,"5,947.16","2,660,000.00",,"258,731",RT-qPCR
04/24/2022,04/25/2022,Owls Head,OH,"25,010.71","9,610,000.00",,"906,442",RT-qPCR
04/24/2022,04/25/2022,Port Richmond,PR,"9,718.62","5,370,000.00",,"226,167",RT-qPCR
04/24/2022,04/25/2022,Red Hook,RH,"10,511.34","4,260,000.00",,"224,029",RT-qPCR
04/24/2022,04/25/2022,Rockaway,RK,"6,857.20","3,880,000.00",,"120,539",RT-qPCR
04/24/2022,04/25/2022,Tallman Island,TI,"29,445.29","12,100,000.00",,"449,907",RT-qPCR
04/24/2022,04/25/2022,Wards Island,WI,"3,237.57","1,880,000.00",,"1,201,485",RT-qPCR
04/26/2022,04/27/2022,26th Ward,26W,"8,246.39","4,830,000.00",,"290,608",RT-qPCR
04/26/2022,04/27/2022,Bowery Bay,BB,"20,412.74","7,350,000.00",,"924,695",RT-qPCR
04/26/2022,04/27/2022,Coney Island,CI,"10,328.08","4,180,000.00",,"682,342",RT-qPCR
04/26/2022,04/27/2022,Hunts Point,HP,"5,960.29","3,550,000.00",,"755,948",RT-qPCR
04/26/2022,04/27/2022,Jamaica Bay,JA,"16,960.41","6,430,000.00",,"748,737",RT-qPCR
04/26/2022,04/27/2022,Newtown Creek,NC,"18,924.02","11,100,000.00",,"1,156,473",RT-qPCR
04/26/2022,04/27/2022,North River,NR,"18,072.37","9,760,000.00",,"658,596",RT-qPCR
04/26/2022,04/27/2022,Oakwood Beach,OB,"15,122.28","6,480,000.00",,"258,731",RT-qPCR
04/26/2022,04/27/2022,Owls Head,OH,"21,734.70","8,620,000.00",,"906,442",RT-qPCR
04/26/2022,04/27/2022,Port Richmond,PR,"13,473.59","6,770,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"226,167",RT-qPCR
04/26/2022,04/27/2022,Red Hook,RH,"17,546.62","7,710,000.00",,"224,029",RT-qPCR
04/26/2022,04/27/2022,Rockaway,RK,"8,297.47","4,690,000.00",,"120,539",RT-qPCR
04/26/2022,04/27/2022,Tallman Island,TI,"10,415.24","4,470,000.00",,"449,907",RT-qPCR
04/26/2022,04/27/2022,Wards Island,WI,"8,828.59","5,120,000.00",,"1,201,485",RT-qPCR
05/01/2022,05/02/2022,26th Ward,26W,"13,070.24","7,660,000.00",,"290,608",RT-qPCR
05/01/2022,05/02/2022,Bowery Bay,BB,"20,376.99","7,170,000.00",,"924,695",RT-qPCR
05/01/2022,05/02/2022,Coney Island,CI,"6,417.68","2,630,000.00",,"682,342",RT-qPCR
05/01/2022,05/02/2022,Hunts Point,HP,"9,299.49","6,100,000.00",,"755,948",RT-qPCR
05/01/2022,05/02/2022,Jamaica Bay,JA,"23,457.89","9,010,000.00",,"748,737",RT-qPCR
05/01/2022,05/02/2022,Newtown Creek,NC,"16,870.09","9,280,000.00",,"1,156,473",RT-qPCR
05/01/2022,05/02/2022,North River,NR,"15,451.22","7,990,000.00",,"658,596",RT-qPCR
05/01/2022,05/02/2022,Oakwood Beach,OB,"17,577.15","7,250,000.00",,"258,731",RT-qPCR
05/01/2022,05/02/2022,Owls Head,OH,"21,343.73","9,000,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
05/01/2022,05/02/2022,Port Richmond,PR,"16,175.61","7,850,000.00",,"226,167",RT-qPCR
05/01/2022,05/02/2022,Red Hook,RH,"20,886.11","8,820,000.00",,"224,029",RT-qPCR
05/01/2022,05/02/2022,Rockaway,RK,"9,895.07","5,900,000.00",,"120,539",RT-qPCR
05/01/2022,05/02/2022,Tallman Island,TI,"34,597.51","15,100,000.00",,"449,907",RT-qPCR
05/01/2022,05/02/2022,Wards Island,WI,"6,662.75","3,460,000.00",,"1,201,485",RT-qPCR
05/03/2022,05/04/2022,26th Ward,26W,"16,482.75","9,660,000.00",,"290,608",RT-qPCR
05/03/2022,05/04/2022,Bowery Bay,BB,"19,165.43","7,060,000.00",,"924,695",RT-qPCR
05/03/2022,05/04/2022,Coney Island,CI,"15,729.42","7,770,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"682,342",RT-qPCR
05/03/2022,05/04/2022,Hunts Point,HP,"7,484.65","4,420,000.00",,"755,948",RT-qPCR
05/03/2022,05/04/2022,Jamaica Bay,JA,"23,536.27","8,810,000.00",,"748,737",RT-qPCR
05/03/2022,05/04/2022,Newtown Creek,NC,"28,594.04","16,800,000.00",,"1,156,473",RT-qPCR
05/03/2022,05/04/2022,North River,NR,"20,853.00","10,900,000.00",,"658,596",RT-qPCR
05/03/2022,05/04/2022,Oakwood Beach,OB,"16,368.86","6,470,000.00",,"258,731",RT-qPCR
05/03/2022,05/04/2022,Owls Head,OH,"48,809.23","20,000,000.00",,"906,442",RT-qPCR
05/03/2022,05/04/2022,Port Richmond,PR,"15,604.62","6,790,000.00",,"226,167",RT-qPCR
05/03/2022,05/04/2022,Red Hook,RH,"19,385.40","10,200,000.00",,"224,029",RT-qPCR
05/03/2022,05/04/2022,Rockaway,RK,"25,550.95","14,400,000.00",,"120,539",RT-qPCR
05/03/2022,05/04/2022,Tallman Island,TI,"40,915.19","21,000,000.00",,"449,907",RT-qPCR
05/03/2022,05/04/2022,Wards Island,WI,"11,303.71","6,130,000.00",,"1,201,485",RT-qPCR
05/08/2022,05/09/2022,26th Ward,26W,"4,344.08","2,890,000.00",,"290,608",RT-qPCR
05/08/2022,05/09/2022,Bowery Bay,BB,"25,946.96","10,100,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"924,695",RT-qPCR
05/08/2022,05/09/2022,Coney Island,CI,"4,737.10","2,210,000.00",,"682,342",RT-qPCR
05/08/2022,05/09/2022,Hunts Point,HP,"7,055.29","4,730,000.00",,"755,948",RT-qPCR
05/08/2022,05/09/2022,Jamaica Bay,JA,"22,922.22","9,160,000.00",,"748,737",RT-qPCR
05/08/2022,05/09/2022,Newtown Creek,NC,"17,283.90","10,200,000.00",,"1,156,473",RT-qPCR
05/08/2022,05/09/2022,North River,NR,"22,309.31","12,100,000.00",,"658,596",RT-qPCR
05/08/2022,05/09/2022,Oakwood Beach,OB,"12,408.45","6,520,000.00",,"258,731",RT-qPCR
05/08/2022,05/09/2022,Owls Head,OH,"11,808.05","4,440,000.00",,"906,442",RT-qPCR
05/08/2022,05/09/2022,Port Richmond,PR,"13,795.22","10,200,000.00",,"226,167",RT-qPCR
05/08/2022,05/09/2022,Red Hook,RH,"19,073.01","9,020,000.00",,"224,029",RT-qPCR
05/08/2022,05/09/2022,Rockaway,RK,"4,940.49","3,410,000.00",,"120,539",RT-qPCR
05/08/2022,05/09/2022,Tallman Island,TI,"26,161.40","17,200,000.00",,"449,907",RT-qPCR
05/08/2022,05/09/2022,Wards Island,WI,"7,265.19","4,350,000.00",,"1,201,485",RT-qPCR
05/10/2022,05/11/2022,26th Ward,26W,"10,626.16","5,670,000.00",Lower PCR efficiency: 78%,"290,608",RT-qPCR
05/10/2022,05/11/2022,Bowery Bay,BB,"34,106.67","12,300,000.00",Lower PCR efficiency: 78%,"924,695",RT-qPCR
05/10/2022,05/11/2022,Coney Island,CI,"9,984.89","4,430,000.00",Lower PCR efficiency: 78%,"682,342",RT-qPCR
05/10/2022,05/11/2022,Hunts Point,HP,"4,215.00","2,490,000.00",Lower PCR efficiency: 78%,"755,948",RT-qPCR
05/10/2022,05/11/2022,Jamaica Bay,JA,"19,254.42","7,400,000.00",Lower PCR efficiency: 78%,"748,737",RT-qPCR
05/10/2022,05/11/2022,Newtown Creek,NC,"24,892.38","14,600,000.00",Lower PCR efficiency: 78%,"1,156,473",RT-qPCR
05/10/2022,05/11/2022,North River,NR,"22,778.02","12,400,000.00",Lower PCR efficiency: 78%,"658,596",RT-qPCR
05/10/2022,05/11/2022,Oakwood Beach,OB,"14,545.62","6,150,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"258,731",RT-qPCR
05/10/2022,05/11/2022,Owls Head,OH,"28,467.17","10,500,000.00",Lower PCR efficiency: 78%,"906,442",RT-qPCR
05/10/2022,05/11/2022,Port Richmond,PR,"12,976.56","7,170,000.00",Lower PCR efficiency: 78%,"226,167",RT-qPCR
05/10/2022,05/11/2022,Red Hook,RH,"20,049.37","8,470,000.00",Lower PCR efficiency: 78%,"224,029",RT-qPCR
05/10/2022,05/11/2022,Rockaway,RK,"11,409.91","7,520,000.00",Lower PCR efficiency: 78%,"120,539",RT-qPCR
05/10/2022,05/11/2022,Tallman Island,TI,"30,224.94","15,300,000.00",Lower PCR efficiency: 78%,"449,907",RT-qPCR
05/10/2022,05/11/2022,Wards Island,WI,"8,054.70","4,670,000.00",Lower PCR efficiency: 78%,"1,201,485",RT-qPCR
05/15/2022,05/16/2022,26th Ward,26W,"7,101.03","4,160,000.00",Lower PCR efficiency: 74%,"290,608",RT-qPCR
05/15/2022,05/16/2022,Bowery Bay,BB,"26,382.52","10,600,000.00",Lower PCR efficiency: 74%,"924,695",RT-qPCR
05/15/2022,05/16/2022,Coney Island,CI,"18,391.71","8,060,000.00",Lower PCR efficiency: 74%,"682,342",RT-qPCR
05/15/2022,05/16/2022,Hunts Point,HP,"8,381.37","4,990,000.00",Lower PCR efficiency: 74%,"755,948",RT-qPCR
05/15/2022,05/16/2022,Jamaica Bay,JA,"16,170.17","6,380,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 74%,"748,737",RT-qPCR
05/15/2022,05/16/2022,Newtown Creek,NC,"8,009.04","4,560,000.00",Lower PCR efficiency: 74%,"1,156,473",RT-qPCR
05/15/2022,05/16/2022,North River,NR,"22,315.55","12,400,000.00",Lower PCR efficiency: 74%,"658,596",RT-qPCR
05/15/2022,05/16/2022,Oakwood Beach,OB,"7,337.13","3,440,000.00",Lower PCR efficiency: 74%,"258,731",RT-qPCR
05/15/2022,05/16/2022,Owls Head,OH,"12,784.53","4,970,000.00",Lower PCR efficiency: 74%,"906,442",RT-qPCR
05/15/2022,05/16/2022,Port Richmond,PR,"21,096.21","12,000,000.00",Lower PCR efficiency: 74%,"226,167",RT-qPCR
05/15/2022,05/16/2022,Red Hook,RH,"12,018.00","5,080,000.00",Lower PCR efficiency: 74%,"224,029",RT-qPCR
05/15/2022,05/16/2022,Rockaway,RK,"6,974.31","4,380,000.00",Lower PCR efficiency: 74%,"120,539",RT-qPCR
05/15/2022,05/16/2022,Tallman Island,TI,"36,515.55","18,100,000.00",Lower PCR efficiency: 74%,"449,907",RT-qPCR
05/15/2022,05/16/2022,Wards Island,WI,"7,926.16","4,420,000.00",Lower PCR efficiency: 74%,"1,201,485",RT-qPCR
05/17/2022,05/18/2022,26th Ward,26W,"19,758.80","11,300,000.00",Lower PCR efficiency: 79%,"290,608",RT-qPCR
05/17/2022,05/18/2022,Bowery Bay,BB,"26,801.38","10,500,000.00",Lower PCR efficiency: 79%,"924,695",RT-qPCR
05/17/2022,05/18/2022,Coney Island,CI,"15,985.87","6,560,000.00",Lower PCR efficiency: 79%,"682,342",RT-qPCR
05/17/2022,05/18/2022,Hunts Point,HP,"15,201.82","8,600,000.00",Lower PCR efficiency: 79%,"755,948",RT-qPCR
05/17/2022,05/18/2022,Jamaica Bay,JA,"23,054.14","10,400,000.00",Lower PCR efficiency: 79%,"748,737",RT-qPCR
05/17/2022,05/18/2022,Newtown Creek,NC,"16,794.63","9,840,000.00",Lower PCR efficiency: 79%,"1,156,473",RT-qPCR
05/17/2022,05/18/2022,North River,NR,"24,202.84","13,600,000.00",Lower PCR efficiency: 79%,"658,596",RT-qPCR
05/17/2022,05/18/2022,Oakwood Beach,OB,"16,802.80","7,380,000.00",Lower PCR efficiency: 79%,"258,731",RT-qPCR
05/17/2022,05/18/2022,Owls Head,OH,"31,865.07","12,600,000.00",Lower PCR efficiency: 79%,"906,442",RT-qPCR
05/17/2022,05/18/2022,Port Richmond,PR,"24,175.65","12,500,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 79%,"226,167",RT-qPCR
05/17/2022,05/18/2022,Red Hook,RH,"17,144.08","7,240,000.00",Lower PCR efficiency: 79%,"224,029",RT-qPCR
05/17/2022,05/18/2022,Rockaway,RK,"8,804.26","5,530,000.00",Lower PCR efficiency: 79%,"120,539",RT-qPCR
05/17/2022,05/18/2022,Tallman Island,TI,"20,814.40","11,600,000.00",Lower PCR efficiency: 79%,"449,907",RT-qPCR
05/17/2022,05/18/2022,Wards Island,WI,"11,337.45","6,290,000.00",Lower PCR efficiency: 79%,"1,201,485",RT-qPCR
05/22/2022,05/23/2022,26th Ward,26W,"4,354.00","2,610,000.00",Lower PCR efficiency: 78%,"290,608",RT-qPCR
05/22/2022,05/23/2022,Bowery Bay,BB,"24,917.00","9,490,000.00",Lower PCR efficiency: 78%,"924,695",RT-qPCR
05/22/2022,05/23/2022,Coney Island,CI,"6,928.00","3,650,000.00",Lower PCR efficiency: 78%,"682,342",RT-qPCR
05/22/2022,05/23/2022,Hunts Point,HP,"4,138.00","2,650,000.00",Lower PCR efficiency: 78%,"755,948",RT-qPCR
05/22/2022,05/23/2022,Jamaica Bay,JA,"17,403.00","6,860,000.00",Lower PCR efficiency: 78%,"748,737",RT-qPCR
05/22/2022,05/23/2022,Newtown Creek,NC,"22,409.00","12,800,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 78%,"1,156,473",RT-qPCR
05/22/2022,05/23/2022,North River,NR,"19,783.00","11,300,000.00",Lower PCR efficiency: 78%,"658,596",RT-qPCR
05/22/2022,05/23/2022,Oakwood Beach,OB,"7,373.00","3,560,000.00",Lower PCR efficiency: 78%,"258,731",RT-qPCR
05/22/2022,05/23/2022,Owls Head,OH,"21,227.00","8,070,000.00",Lower PCR efficiency: 78%,"906,442",RT-qPCR
05/22/2022,05/23/2022,Port Richmond,PR,"18,174.00","9,430,000.00",Lower PCR efficiency: 78%,"226,167",RT-qPCR
05/22/2022,05/23/2022,Red Hook,RH,"9,104.00","3,850,000.00",Lower PCR efficiency: 78%,"224,029",RT-qPCR
05/22/2022,05/23/2022,Rockaway,RK,"18,465.00","11,600,000.00",Lower PCR efficiency: 78%,"120,539",RT-qPCR
05/22/2022,05/23/2022,Tallman Island,TI,"16,957.00","9,840,000.00",Lower PCR efficiency: 78%,"449,907",RT-qPCR
05/22/2022,05/23/2022,Wards Island,WI,"7,822.00","5,520,000.00",Lower PCR efficiency: 78%,"1,201,485",RT-qPCR
05/24/2022,05/25/2022,26th Ward,26W,"10,266.00","5,750,000.00",,"290,608",RT-qPCR
05/24/2022,05/25/2022,Bowery Bay,BB,"22,564.00","7,940,000.00",,"924,695",RT-qPCR
05/24/2022,05/25/2022,Coney Island,CI,"13,917.00","5,640,000.00",,"682,342",RT-qPCR
